PuzzleId,FEN,Moves,Rating,Themes
yMXbB,4r2k/p2n2p1/7r/2p1qP2/3pB3/5P1P/PP3QP1/2R2RK1 w - - 3 25,e4c6 h6c6 f1e1 e5b8 e1e8 b8e8,1800,advantage hangingPiece long middlegame
1oOL8,r4rk1/ppp2ppp/5qb1/2bnR3/2B3P1/P1PP3P/1P3P2/RNBQ2K1 w - - 1 14,d1e2 c5f2 e2f2 f6e5,1801,advantage deflection kingsideAttack middlegame short
MPre4,3rr1k1/pp3ppp/3Q4/4n1q1/8/8/PPP1BPPP/1K1R2NR w - - 3 16,d6c5 d8d1 e2d1 g5g2 g1e2 g2h1,1801,advantage long middlegame trappedPiece
UmayP,r3r1k1/1pq3b1/3p1pQ1/p2p4/8/PP1pP3/1B1P1PP1/1K5R b - - 2 24,c7f7 h1h8 g8h8 g6f7,1802,crushing deflection kingsideAttack master middlegame pin short
QdNuW,r1b1r1k1/pp3p1p/4pBp1/qn1pP3/3P3Q/1PP5/PK4PP/3R1B1R w - - 2 20,h4h6 a5c3 b2b1 b5a3,1802,mate mateIn2 middlegame short
OOdZp,6k1/R5p1/5q1p/8/4QPn1/8/PPP3P1/6K1 w - - 3 39,f4f5 f6b6 g1h1 g4f2,1803,crushing endgame fork short
XM52C,r1br2k1/1pq2ppp/p1n1p1n1/8/2P1B1Q1/PN6/2PB1PPP/R4RK1 w - - 5 16,d2c3 f7f5 g4g3 c7g3 f2g3 f5e4,1803,crushing fork long middlegame
cN3Lx,3r1rk1/pq4p1/1p2Pp1p/5P1P/3p4/1P1P4/PQ3KR1/R7 b - - 0 31,b7d5 e6e7 d5f5 f2g1,1803,advancedPawn crushing defensiveMove endgame fork short
zbeC1,5bkr/p5p1/1p5p/2p3pP/3PrqP1/BPP1nQ2/P1K1B3/R6R w - - 2 28,c2d3 e4d4 c3d4 f4d4,1803,mate mateIn2 middlegame sacrifice short
1k7CI,8/8/p3p3/1p1pP3/3P1kp1/8/PP3KR1/5B1r w - - 0 47,g2g1 g4g3 g1g3 h1f1,1805,crushing deflection endgame short
JYK4o,bq4r1/5p1k/p3p3/4Np1p/1p3P2/1B4rP/PPPR1QPK/6R1 w - - 3 35,e5d7 g3g2 g1g2 g8g2 f2g2 b8f4,1806,advantage fork long middlegame sacrifice
lIxKo,r4rk1/ppp2ppp/3p4/6q1/2BQP1b1/2NP4/PPP2P2/R3R1K1 w - - 1 16,e1e3 g4f3 g1f1 g5g2,1806,advantage discoveredAttack discoveredCheck kingsideAttack middlegame short
2dXpZ,3r2k1/5pbp/3p2p1/2R1p3/4q3/4B2P/5PPK/3Q4 b - - 0 30,d6c5 d1d8 g7f8 e3h6 e4f4 h6f4,1806,advantage endgame hangingPiece long pin
uzeJz,7Q/2p2k2/3p4/4pp1p/3P1K2/1q6/5PPP/2R4R w - - 0 28,f4f5 b3d3 f5g5 d3g6 g5h4 g6g4,1807,endgame long mate mateIn3
ivEgB,r5k1/1pp3p1/p2p2rp/2PPp3/4Rn1q/PBQ2P1P/1P4PK/6R1 w - - 3 28,c3e1 g6g2 g1g2 h4h3 h2g1 h3g2,1807,attraction long mate mateIn3 middlegame sacrifice
cDpBz,4r1k1/pQ3pp1/7p/5q2/8/1N1n4/PP4PP/2R3K1 w - - 4 28,c1f1 f5f1 g1f1 e8e1,1809,attraction endgame mate mateIn2 sacrifice short
qLqbS,r4rk1/1p1bbppp/pq1p1n2/8/1P1BPP2/P2P3P/4N1P1/2RQ1RK1 b - - 0 19,b6b5 e2c3 b5c6 c3d5 f6d5 c1c6 b7c6 e4d5,1811,advantage discoveredAttack middlegame veryLong
9aPcu,r4r1k/p4R1p/1p2p2n/2p5/5P2/2B5/PPP1q2P/2K4R b - - 0 20,h8g8 f7g7 g8h8 g7g2 e6e5 g2e2,1812,advantage discoveredAttack discoveredCheck long middlegame pin
vinBg,2rrb2Q/pp2kpp1/1q3b1p/5p2/8/1PP5/P4PPP/1B1RR1K1 b - - 1 23,f6e5 e1e5 e7f6 e5f5,1812,crushing hangingPiece master middlegame short
Mj6m8,7r/p3bppp/4pn2/2qp2R1/5B1k/7P/P1PN4/2K2R2 b - - 19 30,f6h5 d2f3 h4h3 f1h1,1812,mate mateIn2 middlegame short
PQ7I0,3rr1k1/pp1n1pbp/6p1/1P1q1P2/3N2P1/P2QBR1P/6K1/3R4 w - - 1 28,d4e2 d5f3 g2f3 d7e5,1813,attraction crushing middlegame sacrifice short
e73GT,8/8/8/5k2/3P1P2/R3p1K1/5r2/8 b - - 5 49,f2f4 a3a5 f5e4 a5e5 e4d4 g3f4,1814,crushing deflection endgame long rookEndgame
6EdDk,6k1/p4pB1/2p3p1/P1bbPN2/8/6QP/6PK/1r6 w - - 2 39,g3h4 c5g1 h2g3 b1b3 g3g4 b3b4 g4g5 b4h4,1814,advantage endgame skewer veryLong
QZqmU,4k3/7R/2p1p1p1/2p1B3/4nPP1/1b2P3/r3K3/2R5 w - - 6 38,e2d3 a2d2 d3e4 b3d5,1815,endgame mate mateIn2 sacrifice short
iMQRb,5nk1/1p6/p2p1QpB/2p1p3/P1P1P3/1P5P/4N1PK/4q1b1 w - - 8 32,h2h1 g1e3 h1h2 e3h6,1815,advantage discoveredAttack endgame short
1zbzu,r4r2/2p5/np1p3k/3Pp1q1/1PP1Pp1p/P1NQ4/R5PP/3b1RK1 w - - 0 30,c3d1 a6b4 a3b4 a8a2,1817,crushing discoveredAttack middlegame short
3QQ0F,2k5/ppq3pp/2p1pr2/4N3/PQPn1p2/5P1P/1P4P1/1K1R4 w - - 0 25,d1d4 c6c5 b4b5 c5d4,1817,advantage endgame fork short
odmnx,r2qrbk1/pp3p1p/2n1b2B/4pN1Q/3p4/1B1P4/PPP2PPP/R4RK1 b - - 0 15,e6f5 h5f7 g8h8 f7g8,1817,fork mate mateIn2 middlegame short
wm4Dz,3k3r/p7/1r6/Q2pqp1p/2N3p1/2P5/P5PP/5RK1 b - - 1 26,e5e4 c4b6 a7b6 a5a8 d8c7 a8h8,1817,crushing endgame exposedKing long skewer
GAhHu,8/2R1r1kp/1Q1p2p1/8/8/5nP1/B4PKP/q7 b - - 6 50,a1g1 g2f3 g1h1 f3g4 h1e4 g4h3 e4f5 h3g2,1818,crushing defensiveMove endgame hangingPiece veryLong
p6T6c,2kr1b1r/n1p2pp1/p2qp2p/Q3N2b/PPPP4/4B3/3N1PPP/2R4K b - - 0 19,f7f6 c4c5 d6d5 a5a6 d5b7 a6e6,1818,advantage deflection fork long middlegame
dlFoW,1k1r3r/2p2p2/QpBq4/5p2/8/P3P2P/3P1p2/2R2RK1 w - - 0 26,g1f2 d6h2 c6g2 d8d2,1819,crushing discoveredAttack middlegame short
CQ4TZ,1r1q1rk1/p2b1ppp/2p1p3/2Nn4/8/3P2P1/PbPBQPBP/R3K2R w KQ - 0 14,a1b1 d5c3 b1b2 c3e2 b2b8 d8b8,1820,advantage fork long middlegame
zHIhP,1rr5/7R/q1k1p3/3p1pP1/2nP4/Pp4Q1/1P6/1KNR4 w - - 4 34,d1e1 c4d2 b1a1 a6a3 b2a3 b3b2 a1a2 b2b1q,1821,advancedPawn fork mate mateIn4 middlegame promotion sacrifice veryLong
jUuO1,3r1k2/p6R/2p3r1/1p3p2/1P1P3Q/2q5/P5PK/8 b - - 9 49,c3d4 h4e7 f8g8 e7f7,1821,endgame mate mateIn2 short
nHGUx,2q3k1/5b2/1Q4p1/p5P1/P1pBp2p/2P5/1KP5/8 b - - 1 50,h4h3 b6f6 g8f8 f6h8 f7g8 h8g7 f8e8 g7g8,1822,crushing deflection endgame exposedKing veryLong
pvBiy,1b2r1k1/ppqn1pp1/2p1rn1p/3pP3/P2P3N/1PN4P/4QPP1/R1B1R1K1 w - - 3 19,h4f5 d7e5 d4e5 e6e5 c1f4 e5e2,1823,crushing fork long middlegame
k23cu,r3k3/ppp2pp1/2p2q2/2b5/3PP1b1/2P2Bp1/PP1r4/R1BQK1R1 w Qq - 0 15,d1d2 f6f3 g1f1 f3e4 d2e3 e4e3,1824,advantage exposedKing hangingPiece long middlegame
mUyr4,4k3/6R1/4ppp1/2Pr3p/5P2/4K1P1/5P2/8 w - - 2 45,g7g6 e8f7 g6h6 f7g7 h6h5 d5h5,1824,crushing endgame long rookEndgame trappedPiece
5cR6b,r1b1r3/5k2/pq1p1pQ1/1pp5/4P2N/7P/P5P1/5R1K b - - 1 36,f7e6 g6e8,1824,epauletteMate hangingPiece master mate mateIn1 middlegame oneMove
NFKg9,r1q2r1k/pbp2pp1/1p3N1p/3pn1NQ/8/7R/PPP2PPP/R5K1 b - - 3 18,c8f5 g5f7 f8f7 h5f5,1824,advantage discoveredAttack kingsideAttack master middlegame short
L0Ygb,r1bq1rk1/ppp3b1/3p1nQ1/3P2N1/1PP1Np2/8/P4PPP/R4RK1 b - - 3 19,d8e8 e4f6 f8f6 g6e8,1824,crushing fork middlegame short
oKnIS,2r1q1k1/p4rp1/4p2p/2ppP3/7R/1P2Q3/P1P2P2/1K4R1 b - - 2 30,g8h7 g1g7 f7g7 e3h6 h7g8 h6h8 g8f7 h4f4 f7e7 h8g7,1824,crushing deflection endgame sacrifice veryLong
fwn4b,5r1k/5p2/6R1/5Q2/3P1b2/7p/1PB1qP1P/7K b - - 0 44,f7g6 f5f8 h8h7 f8f7,1825,crushing endgame fork hangingPiece master masterVsMaster short
2ceQ5,Q3r1k1/1P1b1pp1/7p/3p2q1/3P2n1/2NBP3/4NPPK/5R2 w - - 1 23,h2g3 g4e3 g3h2 g5g2,1825,discoveredAttack discoveredCheck mate mateIn2 middlegame short
Nkaba,r1nq1rk1/pp3p2/3P2pb/4p1Np/4P1b1/1BN5/PP1Q2PP/R4RK1 w - - 1 18,g5f7 d8b6 d2f2 h6e3 f2e3 b6e3,1828,crushing kingsideAttack long middlegame pin
Yg1gj,1q4k1/r4pp1/4pb2/7p/p3BP1P/1p2R3/1PPQ2P1/1K1R4 w - - 4 29,d2d6 b3c2 b1c2 b8b2,1829,advancedPawn advantage attraction discoveredAttack master masterVsMaster middlegame queensideAttack short
sngZb,r2k3r/1b3ppp/p4q2/np3B2/1BpP4/2P2Q2/5PPP/1R2R1K1 b - - 7 23,b7f3 b4a5 f6b6 a5b6,1829,hangingPiece mate mateIn2 middlegame short
cTwyf,2k5/p1p5/Pp4r1/1Qp5/2P2p1p/2P2P1P/3qRKP1/3rN3 b - - 6 35,d2c3 b5e8 d1d8 e8g6 c3d4 f2f1,1830,advantage endgame fork long
CWYAX,3rr3/pR1k4/2p4p/2p2pp1/8/2Pq2BQ/P4P1P/6K1 b - - 3 28,d7c8 b7c7 c8b8 c7d7 d3g3 h3g3,1830,advantage discoveredAttack discoveredCheck endgame exposedKing long queensideAttack
s3mwa,8/p4rk1/7p/6p1/3B1nK1/1B5r/PP6/4R3 b - - 11 45,f7f6 e1e7 g7g6 b3c2 h3d3 c2d3 f4d3 d4f6,1831,advantage endgame master pin veryLong
c32ld,r5k1/1pp2ppp/3r4/p3p3/4P1q1/PP1P1nP1/1Q2BP1P/2RR3K w - - 11 25,c1c7 d6h6 e2f3 g4f3 h1g1 f3d1,1832,crushing fork long middlegame
YKdlN,q4rk1/4n1p1/p2Qp2p/1p2Np2/3P4/5P2/PP2n1PP/1BR4K b - - 2 25,e2c1 d6e6 g8h7 e6e7,1832,advantage fork master middlegame short
DczUm,1Q6/1p1k4/2pn1p2/3p2p1/3N2n1/1PPBq1P1/P1K5/8 b - - 5 36,g4f2 b8d6 d7d6 d4f5 d6e5 f5e3,1834,advantage attraction endgame fork long sacrifice
L0tV8,2rr4/1b2qkp1/p3pp2/1p1p3Q/3N1P2/4P1P1/PPP3P1/K6R b - - 6 27,g7g6 h5h7 f7e8 h7g6 e7f7 h1h8,1834,advantage deflection long middlegame
bIFFz,r5k1/3nq1pp/bp6/p2pNr1n/3Q1P2/2P1P1B1/PP5P/R3K2R b KQ - 0 20,d7e5 d4d5 g8h8 d5a8 f5f8 a8a6,1834,advantage fork long middlegame
Awvsb,1rr3k1/p3pp1p/3pbnpQ/8/Nq2P2P/1P1B1P2/P1P3P1/2KR3R w - - 3 19,h6d2 b4a3 c1b1 a3a4,1836,crushing master middlegame pin queensideAttack short
1PS25,1r5k/5p1p/p3p1p1/4b3/6P1/P3q3/1P5P/1R1Q1R1K w - - 0 27,f1f7 e3e4 f7f3 b8f8 d1d3 e4f3 d3f3 f8f3,1836,advantage endgame pin veryLong
q4JFK,3r2k1/pp1Q1pb1/4p2p/4P1q1/4P1p1/2N3P1/PP2BPP1/4K2R w K - 1 20,d7b7 g5d2 e1f1 d2c1 c3d1 d8d1 e2d1 c1d1,1839,mate mateIn4 middlegame veryLong
gchtk,5rk1/1p4p1/p1p2r2/4R2p/3P2q1/1P6/P1Q2PPK/5R2 w - - 2 33,f2f3 g4h4 h2g1 h4d4 c2f2 d4e5,1839,advantage endgame fork long
ytrbG,1r6/4pp1p/3p1k1b/2nB4/3R2PP/8/1r3PK1/4R3 b - - 0 29,h6g7 d4f4 f6g6 d5f7 g6h6 g4g5,1841,exposedKing long mate mateIn3 middlegame
aL5Vc,r1b2rk1/p1p2ppp/1p1p4/4n3/7q/BQP3P1/P3BP1P/4RRK1 b - - 0 15,h4g5 f2f4 g5h6 f4e5 h6e3 f1f2,1842,advantage fork long middlegame
ks2m0,rn2kbnr/pp2pppp/2p2q2/5b2/4N3/3Q4/PPPB1PPP/2KR1BNR b kq - 5 9,f5e4 d3d8 e8d8 d2a5 d8c8 d1d8,1844,attraction discoveredCheck doubleCheck long mate mateIn3 opening operaMate sacrifice
eAdmH,r4rk1/2qb2pp/p3p3/P2p1p2/1Pp5/2P1NQ2/3B1PPb/R4R1K b - - 1 23,f8f6 e3d5 e6d5 f3d5 f6e6 d5a8,1844,advantage fork long middlegame
o7Rkc,r3k2r/6pp/5p2/ppqPp3/Pn4bP/1KN5/1P2N1PB/R2Q1B1R w kq - 0 19,g2g3 c5c4 b3a3 b4c2 d1c2 b5b4,1845,long mate mateIn3 middlegame sacrifice
whf0m,1r3r1k/p3Qp1p/4R3/4p3/P3P3/1P4PR/5q2/7K b - - 2 43,f8g8 h3h7 h8h7 e7h4 h7g7 h4h6,1847,attraction endgame long mate mateIn3 sacrifice
uoXNZ,r2qkb1r/3bpppp/p1np4/2nN3Q/1p1N4/1B6/PPP2PPP/R1B1R1K1 b kq - 3 12,c6d4 d5f6 g7f6 b3f7,1847,attackingF2F7 discoveredAttack mate mateIn2 opening pin sacrifice short
7W11R,6k1/5p1p/1q2pPp1/2rpP3/4P1Q1/p1P5/6PP/2R2K2 b - - 1 29,c5c3 c1c3 b6b1 f1e2 b1b2 e2d3,1847,advantage defensiveMove endgame hangingPiece long
UJuad,6k1/8/6p1/1pbPp2p/1q2Pp2/3Q1P1P/5BP1/2N3K1 w - - 1 34,c1e2 b4e1 g1h2 c5f2,1849,crushing deflection endgame pin short
aCfkM,6k1/1p1r1pp1/p6q/4Q3/P2r4/8/5RPP/5R1K b - - 5 35,g8f8 e5b8 d7d8 f2f7,1849,crushing deflection endgame short
zxo4E,4r1k1/1r2q1p1/3R2Qp/3p4/8/4P2P/6P1/2R3K1 w - - 3 34,d6d5 e7e3 g1h2 e3f4 g6g3 f4c1,1851,crushing endgame fork long
MKZyt,rnbqkb1r/ppp2ppp/3p3n/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 2 4,b1c3 c8g4 c4f7 e8d7 h5h6 g7h6,1851,advantage defensiveMove long opening trappedPiece
GCtCI,3r2k1/pp3p1p/6qp/2p1rN2/2Q5/b1PR3P/P4PP1/1K5R b - - 1 24,g6f5 c4g4 f5g4 d3d8 g8g7 h3g4,1852,advantage kingsideAttack long middlegame sacrifice
DuJhm,2r3k1/2q2pp1/p2p3p/1p6/2nP4/P1BQ3P/1P3PP1/4R1K1 b - - 4 27,c4a3 b2a3 c7c3 e1e8 c8e8 d3c3,1852,advantage deflection endgame long
ofr4U,6k1/p6p/2nPb3/4p3/6pq/8/1B1P1r1P/R5KQ b - - 1 36,e6d5 h1d5 g8f8 b2e5,1852,advantage fork hangingPiece middlegame short
s1EyW,r2qkb1r/ppp2ppp/4p3/3nn3/Q1B3b1/2P2N2/PP1N1PPP/R1B1K2R b KQkq - 1 9,e5d7 c4d5 e6d5 a4g4,1852,advantage discoveredAttack master opening short
csDuh,2r2rk1/1p2qppp/p5nb/3QP3/1P5N/P2B1RP1/5R1P/6K1 b - - 0 27,e7e5 h4g6 e5d5 g6e7 g8h8 e7d5,1853,advantage fork long middlegame pin sacrifice
2BYpN,1q3b1k/2B2p1p/1n2pP2/8/8/6Q1/r4PPP/3R2K1 b - - 0 25,b8b7 g3g7 f8g7 d1d8 g7f8 d8f8,1854,long mate mateIn3 middlegame sacrifice
656oj,3q1k1r/2p3pp/8/3n4/1r6/Q1b3B1/P4PPP/R2R2K1 b - - 1 21,c7c5 a3c3 d5c3 d1d8 f8f7 d8h8,1855,crushing long middlegame skewer
O07oZ,2r2b1r/pp1k2p1/3qp1Q1/6Pp/2Bn3P/4P3/PP1B1P2/R4RK1 w - - 0 19,c4d3 d4f3 g1g2 f3h4 g2h3 h4g6,1857,advantage fork long master middlegame
tYBSG,4r2k/1pq4p/p3r3/4p3/5P1Q/2P5/PP4RP/4R1K1 b - - 0 28,e5f4 h4f6 e6f6 e1e8 f6f8 e8f8,1857,deflection endgame long mate mateIn3 sacrifice
iAoIg,2k2r2/pp3pb1/3NpNp1/8/5PPP/8/PPP5/1K6 b - - 0 30,c8c7 d6e8 c7c6 e8g7,1857,advantage endgame fork short
SR4xB,2r3k1/pp3pp1/3Bp2p/3pP3/P2n4/3q4/Q4PPP/R4RK1 w - - 2 29,a1c1 c8c1 f1c1 d4e2 a2e2 d3e2,1857,crushing fork long middlegame
W2unL,4B3/6p1/8/p1k4P/P1n1K3/8/8/8 w - - 0 55,e4f5 c4d6 f5g6 d6e8 g6f7 e8f6,1858,crushing endgame fork long
KMVJL,r2r2k1/4bp1p/bqp1p1p1/2npP3/2P2P2/pPB2R2/P1BNQ1PP/R6K w - - 4 20,f3h3 d5d4 c3d4 d8d4,1858,advantage master middlegame short trappedPiece
yKBTb,5rk1/1b4pp/p4n2/2qpQ3/8/1B6/P1P1N1PP/5R1K b - - 1 30,f6g4 e5e6 g8h8 f1f8 c5f8 e6g4,1860,crushing deflection fork long middlegame
6xdKM,8/4P3/7p/3N2p1/2pP2P1/2K4P/8/1qk5 w - - 0 61,e7e8q b1b3,1860,endgame mate mateIn1 oneMove
HhckY,6k1/7p/2r3p1/4R3/8/1P1p3P/P1r2PP1/4R1K1 w - - 0 31,e1d1 c2c1 e5e1 d3d2 d1d2 c1e1,1861,advancedPawn advantage deflection endgame long pin rookEndgame
0QbMu,4r1k1/2q2p2/8/1p1p1Pp1/1PpPr1P1/R3PK2/3Q4/7R w - - 8 36,h1h5 e4e3 a3e3 c7f4 f3e2 f4g4,1862,crushing deflection endgame long sacrifice
EGQhc,5r1k/2p2ppB/8/1p4P1/1P5Q/5nKP/4q3/1NB5 w - - 8 35,h4h5 e2e1 g3f3 e1d1 f3g2 d1h5,1863,crushing fork long middlegame sacrifice skewer
RTomi,3r3r/Q1pk1p2/2pp1n1p/3q2p1/8/2P3BP/P4PP1/3RR1K1 b - - 5 20,d8a8 e1e7 d7e7 a7c7,1864,advantage attraction deflection middlegame sacrifice short
cXuJ5,5rk1/pp5p/3p1b2/2pP3q/2P3p1/1PNbQnPP/P5B1/2R2RK1 w - - 6 25,g2f3 f6d4 e3d4 c5d4,1864,crushing middlegame pin short
lHj9D,r4rk1/4bppp/p2pbn2/1pq5/3NP3/2N3Q1/PPP1B1PP/3R1R1K b - - 1 18,c5e5 d4c6 e5g3 c6e7 g8h8 h2g3,1864,crushing fork long middlegame sacrifice
k7AHq,r5k1/ppb2ppp/2b3q1/8/1Pp5/P3rN1P/2P2QB1/3RR1K1 w - - 0 25,f2e3 c7b6 d1d4 b6d4 e3d4 c6f3,1865,advantage long middlegame pin
EXV5b,rnb1k1r1/pppp1pBp/7Q/4P3/1qB5/8/P4PPP/R3K1NR w KQq - 1 11,e1f1 b4c4 g1e2 c4g4,1865,crushing hangingPiece opening short
bR9ki,r5k1/5pp1/1Q5p/2p2Nq1/p3P3/2B2PbP/PP2b1P1/3R2K1 w - - 8 30,d1a1 e2f3 g2f3 g3c7,1865,advantage discoveredAttack discoveredCheck middlegame sacrifice short
KJULA,rn1qk2r/1p3pp1/p3p3/2bpPnBp/8/2NQ1N2/PPP2P2/2KR3R b kq - 1 16,d8c7 c3d5 e6d5 d3f5,1865,crushing deflection middlegame short
E4KAH,q3k2r/1bpnbppp/4p3/1p1pP3/3P1B2/3B1N2/1PPQ1PPP/4K2R w Kk - 0 13,d3b5 a8a1 d2c1 a1a5 e1f1 a5b5,1866,crushing fork long middlegame
5ZiO4,1b3r1k/7p/ppp4q/3p2p1/PP1PpPBr/4P2P/5R2/5QRK w - - 0 38,f4g5 f8f2 f1f2 h4h3 h1g2 h3h2 g2f1 h2f2,1866,crushing exposedKing kingsideAttack middlegame skewer veryLong
yNbHS,r2q1r2/pp2k1p1/3p3p/3Rb3/4P1Q1/6P1/P4P1P/3R2K1 b - - 0 21,d8b6 d5e5 d6e5 g4d7,1866,advantage middlegame sacrifice short
EAh0j,rn1qk2r/4n3/p2p2pp/1p1Pb3/4N1Q1/1B5P/P1P2PP1/R3R1K1 b kq - 3 19,d8d7 e4f6 e5f6 g4g6 e8d8 g6f6,1871,advantage exposedKing long middlegame pin sacrifice
e7nY3,2krr3/pp1n3p/2p2P2/2b5/2P2B2/1R3QP1/qP3P1P/3R2K1 b - - 0 20,d7f6 f3c6 b7c6 b3b8,1871,mate mateIn2 middlegame operaMate queensideAttack sacrifice short
JdCY8,3q2k1/pp6/1bn1nr1p/2p4B/2PpQ2P/3P4/PP6/2K3R1 b - - 7 36,g8f8 e4h7 c6e7 h7h8 e7g8 g1g8,1871,crushing exposedKing fork long middlegame
umtR6,2k1r3/pb6/1p5r/2p3qp/2PR1Np1/PP4P1/1KQ1PP2/3R4 w - - 0 29,d4d6 h6d6 d1d6 g5e5 b2a2 e5d6,1871,attraction crushing fork long middlegame
1slir,r4k1r/p4ppp/1q2pn2/1b1pN3/5P2/1QP1b3/PP1N2PP/R1B1R2K b - - 9 16,e3f4 b3b4 f8g8 b4f4,1871,advantage fork master middlegame short
MC8UC,rnbq1rk1/ppp2ppp/3p1n2/2b3B1/2PN4/2N5/PP2PPPP/R2QKB1R w KQ - 0 7,c3e4 f6e4 g5d8 c5b4,1876,crushing opening sacrifice short
yELfv,3rr1k1/1ppq1ppp/pnn5/3pP3/5B2/1PN3QP/P4PP1/2R1R1K1 b - - 2 21,g8h8 e5e6 f7e6 f4c7,1876,advantage discoveredAttack master middlegame short
4O0tt,3r4/3Brk1p/p1p2pp1/1pP5/PP1p1P2/2K3P1/7P/3RR3 w - - 0 33,c3d4 e7d7 d4c3 d7d1 e1d1 d8d1,1877,crushing endgame hangingPiece long
1DMrY,3r1kr1/p4p1p/2Q1n2p/2b1P2q/8/2N2N1P/PPP2PP1/R4RK1 w - - 1 18,c3e4 h5f3 c6c5 e6c5,1879,advantage middlegame pin short
dBVjv,3r3k/1p3p2/pN1P4/P3p3/1Q2Pqnp/3BR3/4KP2/6R1 w - - 0 50,b6d5 f4f2 e2d1 g4e3,1879,advantage fork middlegame short
o62CT,r3r3/pp3k1p/3p1bpB/2q2p2/8/1QP1N3/PP3PPP/4R1K1 b - - 2 24,e8e6 b3b7 f6e7 b7a8,1881,crushing fork middlegame short
MMAzC,3r1rk1/pp4p1/3P1q2/2Q5/4p3/3b1pPB/PP1R1P1P/2R3K1 w - - 2 27,d6d7 f6h6 c5d5 g8h8 h3g4 h6d2 d5h5 d2h6,1882,advantage defensiveMove fork middlegame veryLong
ZfMWr,5rk1/1pp2ppp/8/p6P/Pn3n2/1qN3Q1/1P4P1/1BK1R3 b - - 0 23,f4d5 h5h6 g7g6 g3e5 f7f6 e5e6,1883,crushing long middlegame pin
uHZDo,r4b1r/1R1bk3/3p3p/p3p1p1/3nP1B1/P7/3B2PP/5RK1 b - - 4 28,a8d8 d2a5 f8g7 a5d8,1883,advantage middlegame pin short
QGe08,r5rk/1pRb3p/p3pPpQ/4P3/3qpR2/7P/1P4P1/7K b - - 3 27,a8f8 h6h7 h8h7 f4h4,1883,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
eAzXu,4r3/3r2k1/6q1/8/p6Q/2Pb4/PP4PP/R2B3K b - - 3 32,d3c2 d1c2 g6c2 h4g4 g7f8 g4d7,1884,advantage exposedKing fork long middlegame
lc9Ky,r6k/1b2q1pn/p3pr2/1p3p1Q/3P1Np1/2N5/PP4PP/2R2RK1 b - - 3 24,f6h6 h5h6 g7h6 f4g6 h8g7 g6e7,1884,crushing fork long middlegame sacrifice
Gcblc,2r3k1/5pbp/p2p2p1/1P1Pp1P1/q1r1P2P/Pp2PN2/1P2Q3/1KR4R w - - 2 29,b5a6 c4c1 h1c1 a4e4,1884,crushing discoveredAttack middlegame queensideAttack short
NGHqf,8/8/p3k3/1pP1p1bp/1P2Ppp1/P7/3BK1PP/8 w - - 3 43,g2g3 f4f3 e2e1 f3f2 e1f2 g5d2,1886,advancedPawn bishopEndgame crushing deflection endgame exposedKing long master
DtNfG,2Q2nk1/5pp1/4p2p/2NpP3/1p1q3P/1P6/5PP1/6K1 b - - 1 29,d4e5 c8f8 g8f8 c5d7 f8e7 d7e5,1887,advantage attraction endgame fork long sacrifice
xuLxa,4r3/7p/R3k3/3p1pQ1/P2P1P2/4p2q/7P/7K b - - 1 34,e6d7 g5g7 e8e7 a6a7 d7c6 g7f6 e7e6 f6e6,1889,endgame exposedKing fork mate mateIn4 veryLong
FrUYN,6k1/pp3pb1/6pp/4Pq2/3P2r1/B4NQ1/PP3P2/2R2K2 w - - 4 30,g3h3 f5d3 f1e1 g4e4,1891,mate mateIn2 middlegame short
IjaNw,8/8/1p3p2/2k3pp/1p2P3/pK3PP1/3N2P1/8 w - - 0 41,d2c4 a3a2 b3a2 c5c4,1891,advancedPawn crushing deflection endgame knightEndgame short
2JQuE,r2q1r2/ppp3p1/2nbp1k1/6N1/3P2Q1/2P5/P4PPP/R1B3K1 b - - 1 16,g6f6 g4e6,1892,mate mateIn1 middlegame oneMove
xWZMV,2r2rk1/5pp1/p5np/1p3R2/8/1PN5/PP3PPP/2R3K1 w - - 1 23,c3e2 c8c1 e2c1 f8d8 g2g3 d8d1 g1g2 d1c1,1898,crushing endgame fork quietMove veryLong
pHJne,2Q3k1/p4rb1/3r1p1p/4p2P/2P1P3/qP4R1/P2RKPP1/8 b - - 1 29,f7f8 g3g7 g8g7 c8c7 f8f7 c7d6 a3d6 d2d6,1898,attraction crushing exposedKing kingsideAttack middlegame sacrifice veryLong
dgEQC,3r3r/ppp3k1/4q1p1/n3Pp1p/2P3PP/3P4/P1PQB3/K2R1R2 b - - 0 25,e6e5 d3d4 d8d4 d2d4 e5d4 d1d4,1899,crushing defensiveMove long middlegame pin
bwXK5,2r2rk1/2q3pp/pn6/bp2pP2/3R3B/2P5/PP4PP/2K1QB1R w - - 0 22,h4g3 a5c3 b2c3 c7c3 e1c3 c8c3 c1b1 e5d4,1900,advantage fork middlegame veryLong
CH7B4,1n2kr2/3p4/p3R3/5q1p/1P5Q/P5P1/1P1R1P2/6K1 b - - 0 30,d7e6 d2d8 e8f7 d8f8 f7f8 h4d8,1900,attraction crushing endgame exposedKing fork long master masterVsMaster
K7Tqi,5rk1/pp4p1/7p/6n1/3r2K1/1P6/P4PPP/R1B2R2 w - - 9 30,g4g3 g5e4 g3h3 e4f2 f1f2 f8f2,1901,crushing deflection endgame exposedKing long
