PuzzleId,FEN,Moves,Rating,Themes
ntLwh,1b6/kP1K4/2P5/6p1/p4pP1/5P1P/8/8 b - - 0 58,a4a3 c6c7 a3a2 d7c8 a2a1q c7b8q,2552,advancedPawn bishopEndgame crushing endgame long promotion trappedPiece
qktBV,2Q5/4q1kp/2b2pp1/2P5/1P6/8/P6n/R1R1K3 w - - 2 37,e1d1 h2f3 c8c6 e7e1 d1c2 e1d2 c2b3 f3d4 b3a4 d4c6,2552,crushing endgame exposedKing fork quietMove sacrifice veryLong
azKPJ,r1bqr1k1/4bppp/2n3nB/p2pPN2/2pP4/2P2N2/P1Q1BRPP/5R1K b - - 6 20,g7h6 f5h6 g8g7 h6f7 g7f7 f3h4 f7g8 h4g6,2553,advantage deflection discoveredAttack discoveredCheck kingsideAttack middlegame sacrifice veryLong
KEXBR,8/5p2/5Pk1/6p1/r6p/5RKP/6P1/8 w - - 0 48,g3f2 a4f4 g2g4 h4g3 f2g3 f4f3,2554,attraction crushing enPassant endgame long pin rookEndgame
MyIct,1rr3k1/Q4p1p/2p1b1p1/1N2p3/Pq2P2P/bP2BP2/2P3P1/1K1R3R w - - 7 25,b5a3 e6b3 b1c1 b4a3 c1d2 b3c2,2555,advantage intermezzo long master middlegame queensideAttack trappedPiece
ehb6O,3rr1k1/1p1q1ppp/p1np4/4bP2/4B3/3RB3/P1PR1PPP/3Q2K1 b - - 11 19,e5h2 g1h2 e8e4 d3d6 d7c7 e3b6 c7b8 b6d8,2559,crushing middlegame skewer veryLong
0fs1z,5rB1/7k/2P3pP/3pB1P1/2nP4/1b6/rb6/1K2RR2 b - - 3 35,h7g8 h6h7 g8h7 f1f7 f8f7 e1h1 h7g8 h1h8,2561,advancedPawn attraction clearance collinearMove exposedKing master mate mateIn4 middlegame operaMate sacrifice veryLong
shnpO,3r3k/1p4pp/2p2q2/8/2Q3b1/1Pp3P1/P1P1N2r/1K2R1R1 b - - 0 31,d8d2 c4g4 h7h5 g4e4,2562,advantage hangingPiece middlegame short
eP6vG,r5k1/ppp3pp/7r/2p2q2/4Rp2/2N2P2/PPP4Q/R5K1 w - - 3 26,h2e2 f5h5 e2g2 h6g6 e4f4 g6g2,2564,advantage long middlegame pin
QeclO,2r1r3/1Q3pkp/p5p1/P2Pp2n/1Rp1P1qP/2N3P1/1P3PK1/4R3 w - - 3 33,g2h2 h5f4 g3f4 g4h4 h2g2 h4g4,2564,advantage deflection long master middlegame sacrifice
As67X,2r3kn/5np1/4p3/3pP3/1P1P2Nb/2q1B3/8/3Q1R1K b - - 1 33,f7h6 g4h6 g7h6 d1g4 g8h7 g4h4 c3e3 h4e7 h7g6 e7e6,2569,clearance crushing fork middlegame veryLong
8KGKK,2q3k1/4Rpp1/3Pp3/1P1nP3/5Pn1/3Q2Pp/1R5P/6K1 w - - 1 37,d6d7 c8c5 g1f1 c5c1 f1e2 c1b2 d3d2 b2b5 e2e1 b5b1,2571,crushing endgame fork veryLong
Jg1Es,6k1/1p3pb1/4p1B1/3pP3/2qP1N2/6Q1/1n3PP1/6K1 b - - 2 34,c4d4 g6f7 g8f7 g3g6 f7g8 g6e6,2572,attraction crushing deflection endgame long pin sacrifice
y4yR9,2r2rk1/1bqnpp1p/p2p2p1/1p2n1PP/2PNP3/4BP2/P1PQB3/2KR3R b - - 0 18,e5c4 e2c4 c7c4 d2h2 h7h6 h5g6 f7g6 h2h6 g8f7 h6h7 f7e8 h7g6,2576,advantage clearance deflection discoveredAttack kingsideAttack middlegame veryLong
ECId6,4r1k1/1p3pq1/1np1rn2/p2p1Q1p/3P1P1R/1PN1PKN1/P5P1/7R w - - 3 24,c3d1 e6e3 d1e3 e8e3 f3e3 g7g3 e3e2 f6e4 f5g5 e4g5,2578,attraction crushing deflection middlegame quietMove sacrifice veryLong
44wUo,2kr3r/pppb1pp1/8/3N2qp/4P1n1/P2RPB2/1PP1Q1P1/2K4R b - - 0 19,d7b5 h1h5 h8h5 f3g4 c8b8 g4h5,2579,advantage attraction fork long middlegame
qvOSe,7k/pbp3pp/1p2p3/1Pq1Pr2/3r4/P1N1Q3/6PP/R1B1R1K1 w - - 0 24,c1b2 d4d2 e3c5 d2g2 g1h1 b6c5,2582,crushing fork long middlegame pin sacrifice
1oKLI,r1bqr1k1/3n1p1p/1p4NB/p1p1P3/P1Pp2n1/2PB4/2Q3PP/1R3RK1 b - - 0 17,h7g6 d3g6 d8h4 g6f7 g8h8 h6f4,2585,advantage defensiveMove fork long master middlegame
YRZVg,2r3k1/2b3pp/4p3/4P1Q1/pp1N4/2r2NPK/q6P/3R4 b - - 1 33,a4a3 d4f5 e6f5 d1d7 a2f7 d7f7,2587,clearance crushing long middlegame sacrifice
HS5AT,7r/P4p2/1P6/5k2/8/2P1pp1p/7R/3K4 b - - 0 44,f3f2 d1e2 h8d8 h2h3 d8d2 e2e3 f2f1q h3f3 f1f3 e3f3,2588,crushing endgame fork rookEndgame veryLong
WTmp3,r4rk1/pp4b1/3p2pp/3N4/1PPNp2q/4R3/P4P2/2RQ2K1 w - - 2 24,e3g3 f8f2 g1f2 h4h2 g3g2 a8f8,2589,advantage attraction kingsideAttack long middlegame pin sacrifice
g34Yt,1r1q1rk1/p1pnppbR/1p4B1/8/2P5/1Q3PP1/Pp3P2/1K5R b - - 1 19,d7c5 h7h8 g7h8 g6h7 g8g7 b3e3 d8d1 h1d1,2589,clearance crushing middlegame sacrifice veryLong
17Mjo,4Q3/k2r3r/p1p3p1/2P2p2/1q6/3P1R2/P5PP/5RK1 w - - 0 31,e8c8 b4c5 g1h1 c5d6 h2h3 d7d8 c8d8 d6d8,2589,crushing endgame trappedPiece veryLong
zR9a0,8/8/p2k1P2/1p1P3p/1Pp1K3/P7/8/8 b - - 0 47,h5h4 e4f5 c4c3 f6f7 d6e7 f5g6 c3c2 d5d6 e7e6 f7f8q,2596,advancedPawn crushing deflection endgame exposedKing pawnEndgame promotion veryLong
qEwpo,r2q3r/1p4k1/2p2nn1/5QB1/PpBbp2P/8/2P2P2/3RK2R b K - 5 27,d4c3 e1e2 a8a5 d1d7 d8d7 g5f6 c3f6 f5d7,2599,collinearMove crushing defensiveMove deflection exposedKing intermezzo middlegame sacrifice veryLong
AvA8n,2krr3/pp1n1pb1/5q2/2p2B1p/2PP1B2/2PQ4/P4P1P/KR5R w - - 2 24,b1b7 c8b7 f5d7 f6f4 d3b1 b7c7,2600,advantage hangingPiece long master middlegame
J3h7t,1r6/3qnppk/R1Np3p/1P1n4/1BQ5/3P1PP1/4P1KP/8 b - - 11 32,e7c6 c4d5 c6b4 d5e4 h7g8 e4b4,2601,advantage fork long middlegame
LDzWV,8/5pk1/1Q1p2p1/3p3p/1p1Pp2P/1Pr1P1Pq/R1P2P2/5K2 w - - 5 39,f1g1 c3e3 f2e3 h3g3 g1h1 g3h3,2601,crushing deflection endgame kingsideAttack long sacrifice
66Cin,r4rk1/6pp/p1Q5/1pP1P3/P2P4/2B1n1Pq/7P/R3K2R w KQ - 1 31,e1e2 h3f5 e2e3 f5f2 e3d3 f8f3 c6f3 f2f3,2602,advantage exposedKing middlegame sacrifice veryLong
JxgqW,8/p6B/1p2k3/1n1p2P1/5K2/8/7P/8 b - - 2 46,b5d6 h7g8 e6e7 g8d5 e7f8 h2h4,2602,crushing defensiveMove deflection endgame long skewer
NEUWb,3rrb1k/1q3p1n/p1b5/3N1NpP/4Pp2/5P2/BP4Q1/3R2RK w - - 2 37,d5f4 d8d1 g1d1 e8e4 f3e4 c6e4 a2d5 e4g2,2602,crushing fork master middlegame pin sacrifice veryLong
pqer1,1r1b2rk/8/pP1p4/P1pPp2B/3n4/2R4P/1P1B1pK1/5R2 w - - 0 34,g2f2 d8h4 f2e3 h4g5 e3d3 e5e4 d3e4 g5d2,2602,advantage deflection exposedKing middlegame veryLong
TezLD,4r1k1/pRp2p2/2P2npb/3p2n1/P2Pp2p/B1N1P2q/2Q1BP1N/7K w - - 0 27,c2d1 g5f3 e2f3 h6f4 d1g1 e4f3,2603,advantage clearance long master middlegame sacrifice
NDL6g,4r2k/pp4bp/2q5/2P2p2/2B1nP1B/2P1Q3/P6P/4R1K1 b - - 3 28,g7c3 e3c3 e4c3 e1e8 h8g7 e8g8 g7h6 h4g5 h6h5 g5e7,2604,crushing defensiveMove discoveredAttack middlegame veryLong
8ZCcP,5Q2/1p5p/3pN1k1/pP1Pb3/P7/4qpP1/5p1K/2R5 w - - 5 41,c1c7 e5g3 h2g3 f2f1n g3h3 f3f2 h3g2 e3g3 g2f1 g3g1 f1e2 g1e1 e2d3 f2f1q f8f1 e1f1,2604,advancedPawn advantage attraction deflection discoveredAttack discoveredCheck endgame promotion sacrifice underPromotion veryLong
B66MK,r3qrk1/pp2ppbp/2p2np1/4P3/4NB2/5BPb/PPP2P1P/R2QR1K1 b - - 0 15,a8d8 e4d6 e7d6 e5f6 g7f6 e1e8,2605,advantage discoveredAttack long opening
RWJhL,r1bq3k/1pp3p1/p2p3p/7Q/4Pr1n/1BN4P/PP4P1/2R1R1K1 b - - 1 20,c7c6 e1f1 h4g2 g1g2 f4h4 f1f8 d8f8 h5h4,2605,advantage deflection middlegame veryLong
RER2Y,1Q6/4kpp1/p1qr3r/5Pp1/6P1/1NP5/P7/1K2R3 b - - 3 36,e7d7 e1e8 c6c7 e8e7 d7e7 b8c7,2606,advantage attraction deflection endgame exposedKing long quietMove
S831c,1k1r4/5Q2/7p/1p6/Bq1p1P2/1P1Rn2P/P1P5/1K6 w - - 0 37,f7f6 b4e1 b1b2 e1c3 d3c3 d4c3 b2c3 e3d5 c3b2 d5f6,2606,advantage attraction endgame fork sacrifice veryLong
qErAG,r1b1kr2/2p1n2p/p4Rp1/1N6/Q2P4/4b1q1/PPP5/1K5R b q - 0 19,f8f6 b5d6 e8f8 a4e8 f8g7 e8e7 g7g8 d6e4,2606,crushing deflection discoveredCheck doubleCheck exposedKing middlegame veryLong
tXxie,1r4k1/2p2p2/4p1p1/p1Nq4/Pr1P4/KP1QP3/6R1/6R1 w - - 0 36,g2h2 b4b3 c5b3 b8b3 d3b3 d5d6 a3b2 d6h2 b3c2 h2g1,2606,crushing fork middlegame sacrifice veryLong
SeCK5,3r4/1p3ppp/1n2p3/1N6/8/1P1r2P1/P1R1RPP1/3k1K2 b - - 9 30,d8c8 b5a3 c8c2 e2e1 d1d2 a3b1,2606,endgame long mate mateIn3 quietMove sacrifice
VZAEr,1r5r/p2q2p1/Q1n5/5k2/3P1n2/2P3P1/PP5P/R4RK1 b - - 0 22,h8h2 a6d3 f5g5 g3f4 g5f6 g1h2 b8b2 h2g3,2607,advantage defensiveMove middlegame pin veryLong
IAjv3,2r2rk1/3R2pp/4p1p1/Q2nPq2/1p6/1P2P3/PB3PPP/3R2K1 w - - 1 28,f2f3 c8c2 d7d5 f5g5 d5d2 g5e3 g1f1 c2d2 d1d2 e3d2,2607,crushing middlegame sacrifice veryLong
tYPk0,2kr4/pp3p2/1q2pB2/2b3p1/2P1p1p1/P3P2r/2Q1BPN1/R3K2R w KQ - 0 19,e1g1 b6c7 g2f4 g5f4 e2g4 d8g8,2608,crushing long middlegame pin quietMove
o3TKi,4kb1r/1p3ppp/2b2n2/3p4/Q3p3/4PN2/Pq1B1PPP/2R1K2R w Kk - 0 17,a4a8 e8d7 c1c6 b2b1 c6c1 b1c1 d2c1 f8b4,2608,advantage middlegame sacrifice veryLong
l6oFN,4r3/5p1k/p5p1/1pp1b1q1/8/P1PP1QB1/1P3PK1/1R6 b - - 4 30,e5g3 f3f7 h7h6 f7e8 g3f4 g2f1,2609,crushing defensiveMove endgame fork long
EGOEU,4r1k1/2p1r1b1/1p1p4/pN1P1B1q/6n1/4R3/PPQ2B2/3R1K2 w - - 1 33,f5e6 e7e6 e3e6 e8f8,2609,crushing middlegame sacrifice short
vtYQd,3r1r1k/p5pp/5nq1/4p3/4P3/1B1Q2P1/PPP2R1P/R6K w - - 9 32,d3e3 f6g4 f2f8 d8f8 e3e2 g6h5 h1g1 f8f2 e2f2 g4f2,2609,advantage fork middlegame veryLong
iznbz,3r4/2p1p3/1p1rP2p/pPpPkPpP/P1B3P1/5K2/3R4/8 b - - 7 37,d6d5 c4d5 d8d5 f5f6 d5d2 f6e7,2610,advancedPawn crushing endgame long sacrifice
pKgXq,8/8/3k2p1/4p1P1/1K2P3/P1n2p2/3N4/8 b - - 1 49,c3e4 d2e4 d6d5 e4d2 f3f2 b4c3,2610,crushing defensiveMove endgame hangingPiece knightEndgame long
Q4O8r,rr1k4/4q1p1/4P2p/2pnP2Q/1bNp4/pP1P2P1/K6P/1N1R1R2 w - - 3 31,h5g6 b4c3 b1c3 d5c3 a2a1 b8b3,2611,advantage fork long middlegame quietMove
8f5eb,2k1b3/2P5/8/p2N1p1p/4P2P/1K6/8/8 w - - 0 52,e4f5 e8f7 b3c4 a5a4 c4d4 f7d5 d4d5 c8c7 f5f6 c7d7 f6f7 d7e7 f7f8q e7f8,2612,crushing endgame master masterVsMaster pin veryLong
cnTeR,2k3rr/pbp2p1p/3b1q2/8/8/3B1N2/PPP1QPPP/R3R1K1 w - - 2 17,d3a6 d6h2 f3h2 g8g2 g1f1 b7a6,2612,advantage kingsideAttack long middlegame pin
ZLils,r3r1k1/1p3pbp/pB1p2p1/2pP4/4nP2/NQ3N2/Pq4PP/R3R1K1 w - - 0 17,a1b1 g7d4 f3d4 b2f2,2614,advantage kingsideAttack middlegame sacrifice short
BjR3Y,2Q3k1/5pp1/p1p4p/3p2P1/8/1P1qr3/PB2r3/K6R b - - 1 35,g8h7 h1h6 g7h6 g5g6 h7g6 c8g4 g6h7 g4g7,2616,attraction endgame mate mateIn4 sacrifice veryLong
RRSr6,r4rq1/1k2b3/p4n2/2p2Q1p/5B2/2N2bP1/PP3P1P/1R3RK1 b - - 0 28,f3g4 f5e5 e7d8 b2b4 g8e6 b4c5,2617,advantage discoveredAttack discoveredCheck long middlegame
waktk,6k1/pp1r1r1p/2n3pB/3B1p2/8/2P1Q2P/Pq4PK/8 b - - 3 27,c6e7 e3e5 b2c3 d5f7 g8f7 e5c3,2617,advantage long middlegame pin
RpcYn,r3r1k1/p1p2p1p/b1p2p2/b2q4/Q2N4/2P1B3/P4PPP/RN2K2R w KQ - 1 16,a4c6 d5d4 c6a6 e8e3 f2e3 d4e3 a6e2 e3c1,2617,crushing middlegame pin veryLong
EmiTF,r6r/1pQ2pk1/p3p1R1/4P3/P2q4/5P2/5P1P/R6K b - - 0 28,g7g6 a1g1 g6f5 c7f7 f5e5 f7g7 e5d5 g7d7,2617,crushing deflection endgame exposedKing veryLong
ErJuR,8/p7/1p6/3B2PP/2Pk1bK1/4p3/5r2/4R3 b - - 0 51,e3e2 e1e2 f2e2 g4f4,2617,advantage deflection endgame short
3e1Pm,4k2r/8/5PP1/4p3/1pPpN3/pP1P4/r7/5RK1 b - - 1 48,h8h2 f6f7 e8d7 e4f2 a2f2 f1f2 h2f2 g6g7 f2f7 g7g8q,2618,advancedPawn crushing endgame promotion quietMove sacrifice veryLong
hYwiQ,5rk1/pp6/3p4/2pPp1pp/3nP2P/P4rP1/1P3K2/3Q1B1R w - - 0 31,f2g2 f3f2 g2g1 f2d2 d1d2 d4f3 g1g2 f3d2,2619,attraction crushing endgame fork sacrifice veryLong
tuq0R,N6r/p2k1p2/2p5/B2pb1p1/4p1b1/1N2P1P1/PP3KBq/R3QR2 w - - 0 25,b3c5 d7c8 f1h1 h2g3 f2f1 h8h1 g2h1 g4h3,2619,crushing defensiveMove discoveredAttack middlegame veryLong
nf1LX,8/P1p5/Kn6/1P6/3k4/6pN/8/8 b - - 1 52,g3g2 h3f4 g2g1q f4e2 d4e3 e2g1,2619,crushing endgame fork knightEndgame long
Q8c9O,2r2r2/6k1/3p2p1/p2Pp3/1p3p1q/6N1/PPPQ1PP1/R3RK2 w - - 0 32,g3e4 f4f3 e4g3 h4h2 g2f3 f8f3 e1e3 h2g3 e3f3 g3f3,2619,crushing middlegame pin veryLong
ZI5sY,4rrk1/2p2p2/p2pq1b1/1pb1p3/4PN1Q/1P6/PBPP2R1/1K6 b - - 4 28,e6e7 h4h6 e7f6 f4h5 e8e6 h5f6,2620,crushing kingsideAttack long middlegame pin
CKI8Z,rn2r1k1/5p1p/p7/PppqPpB1/7Q/8/1P2B1PP/R6K b - - 1 24,d5d4 h4h6 d4b2 a1e1 b2e5 g5f6 e5f6 h6f6,2620,advantage middlegame quietMove sacrifice veryLong
zMNmd,r1br2k1/pp3pbp/4pqp1/2p2nN1/2P3Q1/2N1B3/PPP2PPP/R4RK1 b - - 4 14,f5e3 f2e3 f6e5 g4h4 h7h6 g5f7 e5e3 g1h1,2620,crushing defensiveMove fork middlegame veryLong
29WVZ,r5qk/P3R1p1/7p/4Q3/4P2K/1Pp2PP1/R1P4P/5q2 b - - 0 46,f1f3 a2a6 h8h7 a6f6 f3f6 e5f6,2621,crushing endgame long pin
uKm3S,3r1k2/4Rb1p/1p2R3/2p2pP1/8/1P6/P2p2PP/3K4 w - - 1 35,e6e5 f7h5 e5e2 b6b5 g5g6 h7g6,2621,crushing endgame long pin quietMove
x5q4R,1Q6/5ppk/6p1/4P3/1n1r4/8/2p3PP/2R3K1 w - - 0 37,b8b6 d4d1 g1f2 b4d3 f2e3 d1c1 e3d3 c1b1 b6c7 c2c1q c7c1 b1c1,2622,advancedPawn clearance crushing endgame fork master promotion veryLong
dz3Xf,1rr3k1/2q2ppp/6P1/p2BP3/4QP2/2p3RP/P1P5/2K5 b - - 0 33,b8b4 g6f7 g8h8 g3g7 b4b1 c1b1 c7b6 d5b3,2622,advancedPawn crushing defensiveMove discoveredAttack endgame veryLong
cyOxQ,6k1/p4p2/6pp/2Q5/1P4PK/2P4P/P4R2/6rq w - - 0 33,c5e3 h1d5 e3h6 d5e5 h6f4 e5h8 h4g5 h8h5 g5f6 h5h4 f6e5 h4e7,2623,crushing endgame pin veryLong
ZlztY,1QR5/3r1ppk/4p2p/p2pP3/4bPPq/1P2B2P/P6K/8 b - - 9 32,h4e1 c8h8 h7g6 f4f5 e6f5 h8h6 g7h6 b8g8,2623,endgame master mate mateIn4 sacrifice veryLong
EWH7W,4br1k/6R1/7p/p2p1p1N/2p1p3/2q1P1RK/Pr5P/3Q4 b - - 3 35,b2d2 d1d2 c3d2 h5f6 e8g6 g7g6 d2e3 g3e3 f8f6 g6f6,2624,crushing middlegame sacrifice veryLong
Jme9A,2r2rk1/1p3p1p/pb1qpp2/3p4/8/P2R1QN1/1PP2PPP/4R1K1 b - - 3 20,c8c2 g3e4 d5e4 f3g4 g8h8 d3d6,2625,advantage long middlegame sacrifice
SuY4K,8/R1k4r/2p5/pp6/8/8/8/1K6 b - - 1 41,c7d6 a7h7 c6c5 h7b7 d6c6 b7b8,2628,crushing endgame hangingPiece long rookEndgame
GyXWv,r2q1rk1/2p3b1/3p2Bp/3P4/3N3P/1P3b2/Pp1Q3R/1K4R1 w - - 2 26,d4e6 a8a2 g6h7 g8h8 g1g7 d8f6 g7g8 f8g8,2629,crushing middlegame sacrifice veryLong
0GZaP,r7/1pp1n1RQ/pbnqkr1p/3p3P/1P1P4/P1N1B2b/2B2P2/2KR4 b - - 2 25,h3f5 c2f5 e7f5 d1e1 f5g7 h7g7,2631,advantage long middlegame quietMove sacrifice
vhYoa,4r1k1/p4pp1/1p4qp/4r3/1P1Qn1P1/P3R2P/5PN1/5RK1 b - - 4 37,e5e6 g2f4 e6d6 d4c4 g6f6 e3e4 e8e4 c4e4,2632,crushing fork middlegame veryLong
0JZPq,r5r1/ppkn1R2/2p4p/3pp2Q/1b4PP/2N1q3/PPP1N3/1K3R2 b - - 5 22,b4c3 f7d7 c7d7 h5f7 d7d6 e2c3,2633,advantage attraction long middlegame sacrifice
IX45o,8/8/p1pk2pp/Pp3p2/1PPP1P1P/3K4/8/8 b - - 0 32,h6h5 d3c3 d6d7 d4d5 c6d5 c4b5,2635,crushing deflection endgame long pawnEndgame
GNPOx,2k2r2/p1p5/2p5/q5np/5bp1/1PPPQ3/PB3PPP/R4RK1 w - - 2 21,e3d4 g5f3 g2f3 a5g5 g1h1 g5h4 d4f4 f8f4,2635,advantage clearance kingsideAttack middlegame quietMove sacrifice veryLong
639UK,4r1k1/p4pbp/1p3qp1/3P4/1P4n1/P1N2N2/B2Q1P2/2R3K1 w - - 0 25,d2d3 g4e5 f3e5 f6g5 e5g4 g5c1,2636,advantage fork long middlegame sacrifice
CueCn,8/8/7p/P3bP2/1p4Pk/2pK3P/8/8 b - - 0 50,h4h3 d3c2 h3g4 a5a6 g4f5 a6a7,2638,advancedPawn bishopEndgame crushing endgame long sacrifice
pOeq4,8/8/5k2/1p1K2p1/pP4N1/3P2P1/5r2/8 b - - 1 39,f6f5 g4f2 a4a3 f2d1 f5g4 d1c3,2639,advantage endgame hangingPiece long quietMove
QRzfw,8/3P4/5p1k/3b2q1/8/6Q1/P3r1PP/6RK b - - 2 37,e2g2 g3h3 h6g6 g1g2 g6f7 h3h7 f7e6 d7d8n,2639,advancedPawn crushing endgame exposedKing intermezzo pin promotion underPromotion veryLong
vzfiq,4rnk1/5r1p/1p2p1p1/p2pQ1N1/b1pP2P1/2q2PK1/7R/1B5R b - - 0 35,f7g7 g5h7 f8h7 b1g6 a4d1 g6h7 g7h7 e5g5,2640,crushing deflection kingsideAttack middlegame veryLong
vD8NS,r4rk1/1pqb1ppp/p3pn2/4b1B1/8/P1NB3P/1PPQ1PP1/3RR1K1 b - - 6 17,a8c8 e1e5 c7e5 d1e1 e5e1 d2e1,2640,advantage clearance long master middlegame sacrifice
csi5F,r2q2rk/1b1n2pp/pp1Bp3/2p1Pp1Q/2PbNP2/3B4/PP4PP/1R3R1K w - f6 0 21,e5f6 b7e4 f6g7 d4g7 d3e4 d7f6 h5e5 f6e4 e5e4 d8d6,2641,advantage fork middlegame veryLong
SyOgq,r3k1nr/ppp1qpb1/3pb3/3Pn2p/2B1P3/2N1B1QP/PPP3P1/R4RK1 b kq - 2 13,e5c4 g3g7 c4e3 d5e6,2642,advantage hangingPiece middlegame short
aT97A,4Q3/3n4/4p1pk/p2pP1p1/q1pP4/2P3P1/5PK1/8 b - - 6 34,g5g4 e8h8 h6g5 h8h4 g5f5 h4h6 g6g5 h6h7,2642,endgame mate mateIn4 veryLong
NvwhX,6r1/pQ4p1/2nP2k1/2P2q2/6p1/P2P4/1B3Ppr/R2BR1K1 w - - 0 26,b7c6 h2h1 g1g2 h1h2 g2h2 f5f2 c6g2 g8h8,2642,attraction deflection fork mate mateIn4 middlegame pin sacrifice veryLong
niP7n,1k1r1b1r/ppp2pp1/2n4p/1N1n1q2/B7/2P3BP/P4PP1/R2QR1K1 b - - 0 18,d5c3 g3c7 b8c8 d1b3,2642,advantage fork opening short
y48BA,8/4B3/8/1K6/4n1p1/Pk6/8/8 w - - 1 62,a3a4 g4g3 e7d8 e4c3 b5c6 c3a4 d8c7 g3g2 c7h2 b3c4 h2g1 a4c3 c6d6 c3e2,2643,advancedPawn crushing deflection endgame quietMove veryLong
1BhPg,3rr1k1/6pp/Q2Bbp2/2p5/8/7P/1q3PP1/3RR1K1 b - - 0 31,c5c4 d6e7 d8d1 a6e6 g8h8 e1d1,2644,advantage discoveredAttack interference long master middlegame sacrifice
12IPe,8/p7/8/3p4/PP1K3R/1r6/6k1/8 w - - 2 41,b4b5 b3b4 d4d5 b4h4 a4a5 h4h6,2646,crushing defensiveMove endgame long rookEndgame skewer
19PJv,8/1R5R/1r2b3/2k1p3/p3Pp2/3B1P2/2PK4/r7 b - - 0 44,a4a3 b7b6 c5b6 h7h6 b6c5 h6e6,2646,crushing endgame long pin
qvbch,8/4kp2/5p1p/pp3K1P/3P1PP1/P7/8/8 w - - 0 34,f5e4 f6f5 e4f5 b5b4 a3b4 a5a4 b4b5 a4a3,2648,crushing endgame pawnEndgame quietMove sacrifice veryLong
lBLnc,5rk1/pp1r1ppp/1qp1pb2/7N/2PPR3/1P1Q4/P4PPP/3R2K1 b - - 4 19,f6e7 d3g3 g7g6 g3e5 g6h5 d1d3 f7f5 e5e6 g8h8 e6d7 f5e4 d7e7,2648,advantage fork middlegame quietMove sacrifice veryLong
ObxHb,7r/p4pk1/2p1p1p1/2Pb4/P2PpPBq/4P1nP/5RP1/3Q1NK1 w - - 6 33,g1h2 g3h1 f2b2 h1f2 d1e2 f2g4,2648,crushing long middlegame pin
BnRcU,3r1rk1/1bq1b1pp/p3Pp2/1p2nP1Q/2ppN2N/6R1/PPP3BP/R5K1 b - - 5 24,b7c6 h5h6 e7d6 e4f6 f8f6 h6f6 d8f8 f6g5,2649,advantage kingsideAttack middlegame pin veryLong
COG1R,r1b5/p2p1r1p/kqp4Q/8/4pB2/1P1P4/P1P3PP/RN3K1R w - - 2 20,d3e4 b6e3 g2g3 d7d6,2649,advantage defensiveMove middlegame pin short
MFA7Z,8/4k3/1p1p2P1/6K1/3PP3/4n3/8/8 b - - 0 42,e3c2 g5h6 c2e3 g6g7 e3g4 h6g6 g4f6 e4e5 f6g8 g6h7 e7f7 e5e6 f7e7 h7g8,2650,advancedPawn crushing defensiveMove deflection endgame knightEndgame veryLong
wajBG,2rr1bk1/p3nppp/bp2p3/2p1PP1P/2P3QN/q2P1P1B/P2RR2N/6K1 b - - 0 27,a6c4 d3c4 d8d2 e2d2 a3e3 d2f2,2651,crushing defensiveMove hangingPiece long middlegame
hFr4J,1r3n1k/2q2Pbp/3p4/3P4/1p1BBP2/1PpQ4/r7/1K1R3R b - - 1 29,c7f7 b1a2 g7d4 d3d4,2651,crushing hangingPiece middlegame short
b6z2r,3r1k1r/4q1p1/2Q2b2/1pPn4/1P1B4/6Pp/P4P2/3RR1K1 b - - 0 30,d5b4 c6f3 e7e1 d1e1,2651,crushing middlegame pin short
dUjs6,8/p4pbk/6p1/qp1bp2P/4n3/1Q2B3/P1P5/K5R1 w - - 0 32,b3d5 a5c3 a1b1 c3e3 h5g6 h7h6,2652,crushing endgame fork long master
Sirbk,8/2q5/8/p4p2/P1p4k/1PR4P/6K1/8 b - - 2 48,c7f4 c3c4 h4g5 c4f4 g5f4 g2f2 f4e4 f2e2,2652,crushing defensiveMove endgame pin queenRookEndgame veryLong zugzwang
epfqu,r1b2rk1/3p1pp1/2p2B1p/bp1P1P2/2B1q3/5R2/6PP/2RQ3K b - - 3 22,b5c4 f3g3 e4f5 f6g7 g8h7 g7f8,2652,advantage long middlegame pin
0dUaP,2r1k1nr/1b3ppp/pBn5/P7/B4pQ1/8/1P4PP/6K1 b k - 1 23,g7g6 b6d4 g8h6 g4e2,2652,advantage middlegame pin short
Fg1pD,r4r1k/p3Nppp/bpp5/2n1B3/6qP/5PP1/P5B1/1Q2R1K1 b - - 0 24,g4h5 e5g7 h8g7 g3g4,2652,advantage kingsideAttack master middlegame sacrifice short
edDM6,3r2r1/2pkn2b/3p3p/1Q1P1p1q/2P5/2b5/P4PBP/1R3R1K b - - 5 28,e7c6 b5c6 d7e7 c6c7 e7f6 b1b7 h5e8 c7h7 g8g2 h1g2,2653,crushing deflection middlegame quietMove veryLong
Ifz4L,3r1k2/1p4pQ/p3pb2/4N3/4Rn1P/8/Pq3PP1/2R3K1 w - - 0 26,c1c7 f4e2 e4e2 b2a1 g1h2 f6e5 g2g3 e5c7,2654,advantage fork middlegame sacrifice veryLong
evDrR,5r2/pp1n1rk1/2ppqp1p/4pp2/4P2Q/PP1PP1RP/2P3P1/5RK1 b - - 1 29,g7h7 g3g6 h7g6 e4f5 e6f5 f1f5,2654,advantage attraction fork long middlegame sacrifice
